crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
16189632,37,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,2007
16203470,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,suzuki,gsx-r600,2004
16192023,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2017
16196720,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,rz500,2002
16189103,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdf,2009
16190861,46,b - black,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,fxb,2018
16196075,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2007
16203083,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,1989
16211875,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhp,2013
16204997,18,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2012
16978915,48,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
16189210,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,vt700,2007
16193829,47,h - hispanic,1 - male,1,n - not injured,pm - police motorcycle,blk - black,kawasaki,zg1000,2013
16195165,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,xr100,2003
16196935,23,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,xl883,2018
16190900,41,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,honda,cb600,2002
16194513,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
16194515,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ex250,2016
16195540,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2012
16198808,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,yamaha,yzfr1,2003
16980827,21,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,cpi motor company,unknown,2013
16190950,26,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,kawasaki,ex300,2017
16192546,46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,suzuki,gsx,1988
16192883,22,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,honda,cbr600,2008
16192893,44,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhr,2012
16193187,40,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhp,2006
16192161,38,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,xl1200,2007
16193412,20,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,gsx,2007
16196387,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2017
16196864,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,bmw,r1100,2
16194597,40,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
16195657,60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,flhp,2003
16197960,28,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,suzuki,gsx-r1000,2005
16195826,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
16196920,22,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,honda,cbr600,2003
16197141,60,b - black,1 - male,0,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fld,2007
16201468,56,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2007
16202353,25,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,yamaha,yzfr6,2007
16207750,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs650,2015
16195997,17,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,honda,cbr1000,2008
16196704,27,i - amer. indian/alaskan native,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,2005
16201236,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,kawasaki,zx600,2
16201539,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
16202512,22,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,vulcan 2000,2015
16207275,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flh80,2007
16210409,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flhp,2016
16198322,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,honda,vtx1800,2002
16199789,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,2005
16206294,75,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,bmw,r1200,2012
16209550,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2004
16259326,29,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,yamaha,yzfr1,2007
16333091,65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,bro - brown,harley-davidson,fld,2014
16205342,49,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,whi - white,bmw,r1200,2016
16205706,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,ducati,monster,2013
16203652,63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,gl1100,2003
16208100,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,kawasaki,zg1200,2001
16211075,65,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fld,2017
16212293,36,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,zx1000,2017
16206624,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fltrx,2018
16206829,55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2016
16209449,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdl,2017
16254349,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtcutg,2017
16209160,20,w - white,1 - male,1,n - not injured,mc - motorcycle,whi - white,kawasaki,ex650,2017
16210352,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2017
16212341,26,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2013
16212987,22,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2016
16602409,40,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,honda,crf1000,2002
16212195,23,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx750,2015
16860426,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2015
16320457,22,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,whi - white,harley-davidson,fld,2004
16323750,36,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,honda,vt1300,2015
16259293,27,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,gsx,2012
16255449,23,i - amer. indian/alaskan native,1 - male,0,n - not injured,mc - motorcycle,blu - blue,suzuki,an400,2007
16257128,55,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
16255069,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2008
16268900,48,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,flhr,2016
16270130,23,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
16258314,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,flhtpi,2006
16254987,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2016
16258499,29,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,honda,cbr600,2013
16261200,58,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,1999
16253542,25,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlh883,2016
16254192,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,yzfr1,2014
16254203,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2001
16254391,23,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2008
16261729,49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxdb,2009
16264647,64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,1997
16273456,45,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,vtx1300,2006
16254725,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,genuine scooter co.,buddy,2009
16257931,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,buell,blast,2005
16264714,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,fz6,2009
16264779,67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,bmw,r1200,2006
16258442,62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
16261379,42,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012
16268261,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
16255550,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2015
16258089,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr500,2014
16258540,39,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2006
16260717,30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,victory motorcycles,vx,2014
16261750,54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxsts,2005
16264620,37,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,indian motorcycle co.,chief,2016
16267779,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2001
16268559,26,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2017
16268635,23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2004
16274089,51,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,xg750,2015
16277523,31,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,kawasaki,zx600,2016
16332636,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1995
16258265,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2009
16260336,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flhp,1997
16260669,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr500,2016
16264348,60,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yiben,unknown,2016
16271274,71,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,gl1800,2018
16273508,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xlh883,2015
16275784,18,w - white,1 - male,0,k - fatal injury,mc - motorcycle,grn - green,suzuki,gsx,1999
16259084,23,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,honda,vf700,2007
16268339,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r600,2005
16273619,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1300,2009
16265981,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yxr660,2009
16264962,25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2004
16270560,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2014
16274074,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1997
16335199,21,w - white,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,yamaha,yw50,2014
16266845,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,yamaha,yzfr1,2001
16267359,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2017
16271404,59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2009
16272445,43,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flht,2017
16277521,46,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fltru,2012
16269244,50,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,xl1200,2014
16269824,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,buell,lightning,2005
16270187,20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,fz6,2009
16270672,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,cbr600,2007
16271436,33,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,suzuki,gsx,2006
16274868,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2008
16343885,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2008
16274642,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,xl100,2016
16274753,23,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr1000,2006
16274933,28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,yamaha,fz09,2017
16277194,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzf600,2003
16278483,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsf600,2008
16273336,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,1993
16274829,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2007
16275519,23,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,victory motorcycles,cross country,2008
16319019,61,w - white,1 - male,1,k - fatal injury,mc - motorcycle,sil - silver,harley-davidson,fld,2004
16396034,39,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,piaggio,bv,2013
16275247,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2007
16275394,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flhtcui,2006
16278379,35,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,vrsca,2007
16278512,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,zr1000,2008
16331218,25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004
16327012,48,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
16321960,36,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,c50,2008
16849747,37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,kl600,2017
16858386,29,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flde,2015
16322213,37,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2011
16318791,12,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,crf125,2017
16323655,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxs,2004
16334740,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,1999
16320780,18,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,xl1200,2011
16322353,63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,xlx,2016
16324540,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,honda,cbr600,2006
16327400,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2009
16331579,24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,99 - unknown,kawasaki,ninja zx,2008
16342891,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xls,1993
16319538,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,victory motorcycles,cross country,2017
16320704,36,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,american iron horse,texas chopper,2006
16325439,43,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,m109r / vzr1800,2009
16330470,32,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,xlh,2008
16319500,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx-r1000,2003
16321393,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2007
16333088,57,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1997
16319999,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ple - purple,honda,cbr600,2007
16321969,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004
16325629,39,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xv1700,2007
16318893,19,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,nss250,2005
16319146,30,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2008
16319851,57,b - black,1 - male,0,n - not injured,mc - motorcycle,red - red,victory motorcycles,cross country,2016
16322043,63,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,bro - brown,kawasaki,zr750,2018
16325495,20,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2017
16329295,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2006
16318570,50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2012
16319376,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdf,201
16323318,25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2012
16334063,25,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,gs500,2003
16339483,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2008
16342389,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,kawasaki,kl650,2017
16342463,41,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhr/i,2002
16318503,53,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,buell,lightning,2
16324877,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2001
16326481,80,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2012
16332935,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2005
16318540,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2
16319820,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012
16322659,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2001
16327097,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cbr600,2002
16330934,51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2015
16331022,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2013
16332369,68,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012
16338287,21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2006
16341623,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2015
16342253,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,crf150,2009
16319375,68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,kawasaki,kl650,2017
16319912,36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr900,2003
16320743,61,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,flhtcu,2001
16321666,48,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr1000,2015
16322580,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,bmw,s 1000,2013
16330172,29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2016
16331542,28,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,201
16649144,62,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhtp,2003
16318588,19,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2003
16321540,39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,vrscf,2012
16321762,35,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzf750,2001
16323543,62,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,all other makes,unknown,2012
16330512,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2002
16332707,24,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2016
16333444,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr250,2009
16339494,35,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2015
16322418,30,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr1000,2015
16322904,17,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,bonneville,2014
16328744,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,er650,2015
16329066,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2002
16329220,17,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2007
16330269,31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2007
16338414,28,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,sil - silver,yamaha,xvs1100,2007
16326169,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cm250,2003
16326189,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx-r1000,2003
16326406,23,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,1991
16328565,24,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,zx600,2001
16331353,22,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,klx650,2007
16331851,58,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,kawasaki,ninja zx,2006
16335131,32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,zr1200,2001
16335341,60,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2003
16340961,22,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,yel - yellow,suzuki,gsx,2003
16343647,53,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,honda,st1300,2007
16386928,24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,bro - brown,harley-davidson,xl1200,1999
16327598,46,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,cbr600,2006
16329693,47,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2011
16329887,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,daytona,2007
16335101,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,er650,2017
16335926,27,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,suzuki,gsx1300,2011
16338675,21,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx-r600,2005
16338679,29,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,gsx,2006
16846147,50,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2006
16328505,34,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,vn1600,2004
16331320,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flh80,2014
16332114,32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2007
16336577,68,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,kawasaki,vn1700,2013
16336594,55,w - white,1 - male,0,n - not injured,mc - motorcycle,ong - orange,harley-davidson,fltrx,2015
16338312,45,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,bmw,r1200,2008
16342876,49,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,bge - beige,harley-davidson,flhr,2014
16328692,30,w - white,1 - male,0,k - fatal injury,mc - motorcycle,ple - purple,harley-davidson,fld,2004
16330824,30,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,zx636,2006
16332699,35,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,yamaha,xv1000,2009
16334855,51,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,vl1500,2007
16335423,24,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,honda,c-series,201
